Site,Seq,Structure Designation,cycle,Inspection year,Last Inspection,Highway,Year Built,type-full,Type,Feature Intersect,UTM_X,UTM_Y
2811,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,St. Eustache Drain,584125.047,5536500.758
2815,10,Access/Service/Etc. ,4,2021,2017,050,1987,Timber bridge,TB,Drain,467422.817,5624551.99
2824,00,PR Str. ,4,2020,2016,254,1981,Timber bridge,TB,Plum Creek Overflow,382855.914,5498168.154
4005,00,"PTH, PR Str. ",2,2018,2016,421,1972,Timber bridge,TB,Aux Marais River,623777.352,5437111.117
146,00,"PTH, PR Str. ",2,2018,2016,311,1973,Timber bridge,TB,Tourond Creek,635967.876,5496513.491
2247,00,"PTH, PR Str. ",2,2018,2016,253,1974,Timber bridge,TB,Pembina River,455550.423,5455666.085
2534,00,"PTH, PR Str. ",2,2019,2017,200,1974,Timber bridge,TB,Joe River,633252.546,5430800.075
2843,00,Water Control Bridge ,4,2020,2016,000,1974,Timber bridge,TB,4N Dykes,583804.876,5477472.462
2847,00,PR Str. ,4,2019,2015,271,1973,Timber bridge,TB,Garland River,410147.786,5739436.272
2852,00,PR Str. ,4,2019,2015,201,1957,Timber bridge,TB,Harlow Drain,639752.809,5444057.47
3573,00,"PTH, PR Str. ",2,2018,2016,305,1976,Timber bridge,TB,Tourond Creek,637792.995,5491642.993
2884,00,PR Str. ,4,2019,2015,450,1957,Timber bridge,TB,Canada Creek,401804.199,5430859.074
2891,00,Access/Service/Etc. ,4,2019,2015,023,1957,Timber bridge,TB,Drain,566788.329,5468906.535
2892,00,Access/Service/Etc. ,4,2018,2016,023,1962,Timber bridge,TB,"Graham Creek, Tributary",567551.592,5468916.854
2894,00,PR Str. ,4,2020,2016,248,1969,Timber bridge,TB,Culvross Drain,588113.013,5507043.432
587,00,"PTH, PR Str. ",2,2018,2016,021,1977,Timber bridge,TB,Plum Creek,394399.429,5500268.001
2911,00,PR Str. ,4,2019,2015,250,1957,Timber bridge,TB,Drain,406548.629,5528968.865
2913,00,PR Str. ,4,2018,2014,268,1957,Timber bridge,TB,Birch River,360272.286,5804882.819
2919,00,Access/Service/Etc. ,4,2018,2016,034,1957,Timber bridge,TB,Ditch,509357.448,5488236.094
2921,00,PR Str. ,4,2020,2016,506,1957,Timber bridge,TB,Whitemouth River,724474.988,5520773.214
2925,00,PR Str. ,4,2019,2015,248,1965,Timber bridge,TB,Drain,588276.733,5497186.479
2936,00,Water Control Bridge ,4,2021,2017,000,1970,Timber bridge,TB,Bachman East Drain,689687.755,5550474.588
1619,00,"PTH, PR Str. ",2,2018,2016,200,1978,Timber bridge,TB,Rat River,634661.966,5494300.113
2956,00,PR Str. ,4,2021,2017,489,1958,Timber bridge,TB,"Pine River, South",414751.2,5752309.278
2263,00,"PTH, PR Str. ",2,2019,2017,259,1979,Timber bridge,TB,Assiniboine River,367892.329,5526654.635
2966,00,"PTH, PR Str. ",2,2019,2017,068,1979,Timber bridge,TB,Lonely Lake Drain,496204.82,5663835.2
3570,00,"PTH, PR Str. ",2,2019,2017,200,1979,Timber bridge,TB,Tourond Creek,636631.066,5499762.772
2970,10,Access/Service/Etc. ,4,2021,2017,010,1988,Timber bridge,TB,Ditch,435024.021,5582844.051
2975,00,PR Str. ,4,2018,2014,216,1979,Timber bridge,TB,Joubert Creek,656117.941,5471200.746
2976,00,PR Str. ,4,2019,2015,428,1974,Timber bridge,TB,DeadHorse Creek,577642.882,5453494.914
2994,00,Water Control Bridge ,4,2019,2015,000,1959,Timber bridge,TB,Vita Drain,659722.292,5449543.403
2995,00,PR Str. ,4,2020,2016,354,1980,Timber bridge,TB,Wasamin Creek,424621.936,5614977.82
3006,00,Water Control Bridge ,4,2020,2016,013,1959,Timber bridge,TB,Elm Creek Channel,571590.502,5515017.129
3024,00,Water Control Bridge ,4,2018,2014,000,1959,Timber bridge,TB,Vita Drain,661359.74,5449597.327
3026,00,PR Str. ,4,2018,2014,266,1961,Timber bridge,TB,Birch River,356684.398,5806132.634
3040,00,PR Str. ,4,2020,2016,481,1976,Timber bridge,TB,Hamlin Drain,464082.064,5703135.155
3050,00,PR Str. ,4,2019,2015,259,1959,Timber bridge,TB,Scallion Creek,361648.018,5526180.01
3120,00,PR Str. ,4,2018,2017,245,1960,Timber bridge,TB,Boyne River,557363.896,5484048.262
3122,00,Access/Service/Etc. ,4,2019,2015,016,1960,Timber bridge,TB,Gopher Creek,501504.197,5563712.712
3127,00,Access/Service/Etc. ,4,2019,2015,016,1960,Timber bridge,TB,Gopher Creek,499085.435,5563703.702
3131,00,PR Str. ,4,2020,2016,264,1960,Timber bridge,TB,Birdtail Creek,372392.352,5628993.933
3139,00,PR Str. ,4,2021,2017,205,1960,Timber bridge,TB,Joubert Creek,650131.712,5477153.153
3143,04,Access/Service/Etc. ,4,2021,2017,075,1983,Timber bridge,TB,Drain,634125.034,5510522.278
3143,03,Access/Service/Etc. ,4,2021,2017,075,1983,Timber bridge,TB,Drain,634300.834,5510459.006
3144,03,Access/Service/Etc. ,4,2020,2016,075,1983,Timber bridge,TB,Drain,634357.374,5508937.225
3145,03,Access/Service/Etc. ,4,2018,2016,075,1984,Timber bridge,TB,Drain,634776.234,5504292.659
3160,00,Access/Service/Etc. ,4,2020,2016,244,1960,Timber bridge,TB,Ditch,532995.975,5477543.659
3169,00,Access/Service/Etc. ,4,2018,2016,622,1970,Timber bridge,TB,Flintoba Creek,333235.459,6072380.17
3181,00,PR Str. ,4,2018,2016,373,1956,Timber bridge,TB,Pine Creek,587113.577,5994371.805
3193,00,PR Str. ,4,2019,2015,468,1961,Timber bridge,TB,Willow Creek,440646.986,5523505.506
3195,00,PR Str. ,4,2019,2015,251,1961,Timber bridge,TB,Waskada Creek,370202.838,5440416.213
3196,00,PR Str. ,4,2019,2015,251,1961,Timber bridge,TB,Waskada Creek,368419.311,5438974.805
3199,00,PR Str. ,4,2020,2016,244,1961,Timber bridge,TB,Pembina River Tributary,533095.117,5459940.418
3206,00,PR Str. ,4,2021,2017,210,1961,Timber bridge,TB,Seine River,686660.87,5480238.597
3207,00,PR Str. ,4,2018,2014,207,1961,Timber bridge,TB,Old Prairie Grove Drain,648572.758,5518130.129
3208,00,PR Str. ,4,2021,2017,275,1961,Timber bridge,TB,Little Woody River,333656.917,5776548.837
3217,00,PR Str. ,4,2019,2015,257,1961,Timber bridge,TB,Scallion Creek,360596.532,5522923.093
3232,03,Water Control Bridge ,4,2018,2014,001,1962,Timber bridge,TB,Fish Creek,663899.594,5511490.742
3233,00,PR Str. ,4,2018,2014,206,1962,Timber bridge,TB,Station Road Drain,655212.574,5516680.302
3236,00,PR Str. ,4,2021,2017,201,1962,Timber bridge,TB,Buffalo Creek,601802.987,5439911.766
3244,00,PR Str. ,4,2020,2016,017,1962,Timber bridge,TB,"Fisher River, West Branch",598766.699,5674728.675
3248,00,Access/Service/Etc. ,4,2018,2016,622,1970,Timber bridge,TB,Pineroot River,328690.596,6068441.008
3249,00,PR Str. ,4,2020,2016,464,1969,Timber bridge,TB,"Whitemud River, Branch",459321.82,5546966.438
3257,00,Water Control Bridge ,4,2019,2017,967,0,Timber bridge,TB,Icelandic River,606363.521,5643495.568
3265,00,PR Str. ,4,2020,2016,260,1975,Timber bridge,TB,Big Grass River,496139.768,5600853.121
3272,00,PR Str. ,4,2020,2016,462,1974,Timber bridge,TB,Angle Drain,486430.048,5603876.644
3276,00,PR Str. ,4,2020,2016,462,1969,Timber bridge,TB,Drainage Ditch,486333.838,5598188.061
3279,00,Water Control Bridge ,4,2018,2017,000,0,Timber bridge,TB,Netley Creek,624128.792,5593142.798
3285,00,PR Str. ,4,2020,2016,265,1969,Timber bridge,TB,Jordan Creek Drain,476651.556,5581837.583
3298,00,PR Str. ,4,2020,2016,242,1974,Timber bridge,TB,Beaver Drain,526535.059,5545749.838
3316,00,PR Str. ,4,2020,2016,354,1965,Timber bridge,TB,Little Saskatchewan River,405475.614,5592260.581
3326,00,PR Str. ,4,2020,2016,350,1976,Timber bridge,TB,Dead Lake Drain,515014.686,5558487.716
3327,00,PR Str. ,4,2019,2015,350,1965,Timber bridge,TB,Pine Creek Drain,515018.661,5552866.51
3347,00,PR Str. ,4,2020,2016,248,1978,Timber bridge,TB,Bryson Drain,587998.324,5513617.723
3349,00,PR Str. ,4,2020,2016,248,1969,Timber bridge,TB,Menard Drain,588074.898,5508677.646
3354,00,PR Str. ,4,2018,2014,334,1978,Timber bridge,TB,Mannes Drain,617283.688,5497737.617
3359,00,PR Str. ,4,2018,2014,332,1979,Timber bridge,TB,Mollard Drain,603251.098,5489261.147
3360,00,Water Control Bridge ,4,2018,2014,000,1961,Timber bridge,TB,Morris River,606100.711,5489314.153
3365,00,PR Str. ,4,2021,2017,334,1966,Timber bridge,TB,La Salle River,611127.337,5505996.042
3377,00,Water Control Bridge ,4,2021,2017,000,1970,Timber bridge,TB,Hespeler Drain,617054.488,5456585.44
3381,00,PR Str. ,4,2018,2014,332,1973,Timber bridge,TB,Brown Drain,601823.159,5479350.587
3384,00,PR Str. ,4,2018,2014,332,1972,Timber bridge,TB,Drain,601848.564,5477775.185
3385,00,PR Str. ,4,2018,2014,332,1976,Timber bridge,TB,Drain,601879.775,5476087.826
3386,00,PR Str. ,4,2018,2014,332,1970,Timber bridge,TB,Russel Drain,601912.874,5474420.136
3390,00,PR Str. ,4,2018,2014,332,1976,Timber bridge,TB,Anderson Drain,602007.854,5469486.549
3391,00,Water Control Bridge ,4,2018,2014,000,1968,Timber bridge,TB,Kronsgart Drain,611462.856,5459329.099
3393,00,PR Str. ,4,2018,2014,332,1977,Timber bridge,TB,Drain,605351.704,5466261.768
3395,00,PR Str. ,4,2018,2014,332,1969,Timber bridge,TB,Kronsgart Drain,605472.238,5459681
3396,00,Water Control Bridge ,4,2020,2016,000,1968,Timber bridge,TB,Kronsgart Drain,610407.77,5459771.5
3404,00,PR Str. ,4,2021,2017,336,1966,Timber bridge,TB,Drain,593559.726,5482517.785
3406,00,PR Str. ,4,2019,2015,336,1971,Timber bridge,TB,Tobacco Creek,593739.744,5472605.794
3407,00,PR Str. ,4,2018,2014,336,1969,Timber bridge,TB,110 Drain,593708.481,5474278.987
3408,00,PR Str. ,4,2018,2014,336,1978,Timber bridge,TB,Drain,593676.302,5475937.502
3421,00,PR Str. ,4,2021,2017,242,1981,Timber bridge,TB,Rat Creek,532281.391,5558106.206
3423,00,Water Control Bridge ,4,2020,2016,000,1977,Timber bridge,TB,Crooked Lake Channel,561663.949,5524725.793
3427,00,PR Str. ,4,2020,2016,430,1969,Timber bridge,TB,Long Lake Drain,570841.749,5547369.544
3434,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,"Upper Manning Canal, North Arm",665515.546,5494550.671
3436,00,Access/Service/Etc. ,4,2019,2017,201,1966,Timber bridge,TB,Buffalo Tributary,599322.214,5439877.41
3438,00,PR Str. ,4,2021,2017,201,1973,Timber bridge,TB,Drain,591535.556,5439770.044
3439,00,PR Str. ,4,2020,2016,201,1975,Timber bridge,TB,Rosenheim Drain,585883.189,5439670.282
3440,00,PR Str. ,4,2018,2014,243,1969,Timber bridge,TB,"Buffalo Drain, Tributary",596174.345,5431647.223
3442,00,PR Str. ,4,2018,2014,306,1972,Timber bridge,TB,Buffalo Lake Drain,591198.242,5435775.619
3444,00,PR Str. ,4,2018,2014,306,1972,Timber bridge,TB,Drain,591145.784,5439197.517
3446,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Rosenheim Coulee,588858.97,5443014.527
3447,00,PR Str. ,4,2018,2014,306,1971,Timber bridge,TB,Rosenheim Coulee,591083.39,5443079.603
3448,00,PR Str. ,4,2018,2014,306,1970,Timber bridge,TB,DeadHorse Creek,590839.034,5450996.992
3449,00,PR Str. ,4,2018,2014,306,1971,Timber bridge,TB,Drain,590755.355,5455641.014
3454,00,PR Str. ,4,2018,2014,332,1977,Timber bridge,TB,Dredge Channel,605593.833,5453121.507
3456,00,PR Str. ,4,2018,2014,332,1975,Timber bridge,TB,Hespeler Floodway,605531.776,5456319.182
3457,00,PR Str. ,4,2018,2014,332,1977,Timber bridge,TB,Boundary Drain,605501.877,5458043.82
3459,00,Water Control Bridge ,4,2018,2014,000,1969,Timber bridge,TB,"Dead Horse Creek, Tributary",597338.145,5455182.444
3460,00,Water Control Bridge ,4,2020,2016,000,1965,Timber bridge,TB,Rosenheim Coulee,597570.97,5445669.645
3463,00,Water Control Bridge ,4,2021,2017,000,1971,Timber bridge,TB,Tobacco Creek,583891.431,5472457.73
3465,00,Water Control Bridge ,4,2021,2017,000,1979,Timber bridge,TB,Graham Creek,583933.426,5470314.244
3469,00,Water Control Bridge ,4,2021,2017,000,1979,Timber bridge,TB,"Shannon Creek, South",584092.063,5461350.615
3472,00,Water Control Bridge ,4,2021,2017,306,1978,Timber bridge,TB,"Shannon Creek, South",588978.341,5463504.846
3473,00,Water Control Bridge ,4,2019,2015,000,1972,Timber bridge,TB,Tobacco Creek,580620.047,5472404.172
3476,00,Water Control Bridge ,4,2020,2016,000,1967,Timber bridge,TB,Durston Drain,430067.565,5657689.761
3477,00,Water Control Bridge ,4,2021,2017,000,1975,Timber bridge,TB,Jackfish Creek,432071.528,5656477.672
3478,00,PR Str. ,4,2018,2014,428,1969,Timber bridge,TB,"Shannon Creek, South",577566.832,5458622.445
3480,00,PR Str. ,4,2018,2014,428,1970,Timber bridge,TB,Shannon Creek,577504.828,5462535.014
3482,00,PR Str. ,4,2019,2015,254,1958,Timber bridge,TB,Plum Creek,382829.164,5496950.8
3483,00,PR Str. ,4,2020,2016,242,1973,Timber bridge,TB,Boyne River,525810.758,5502176.294
3490,00,PR Str. ,4,2018,N/A,002,1959,Timber bridge,TB,Ditch,532948.482,5499866.653
3494,00,PR Str. ,4,2018,2014,432,1971,Timber bridge,TB,"Hespeler Creek, Tributary",563260.192,5441251.997
3495,00,PR Str. ,4,2021,2017,243,1962,Timber bridge,TB,Buffalo Tributary,581976.956,5432668.412
3500,00,PR Str. ,4,2018,2014,428,1970,Timber bridge,TB,Drain,577623.445,5454810.805
3503,00,PR Str. ,4,2018,2014,432,1980,Timber bridge,TB,Graham Creek,564292.905,5467133
3508,10,Water Control Bridge ,4,2018,2014,000,1985,Timber bridge,TB,Bachman East Drain,688676.354,5555333.685
3511,10,Water Control Bridge ,4,2019,2015,435,1987,Timber bridge,TB,Selkirk Line East,688571.517,5558614.813
3524,00,Water Control Bridge ,4,2019,2015,435,1972,Timber bridge,TB,Selkirk Line Drain,667387.992,5557989.807
3533,00,PR Str. ,4,2018,2014,205,1973,Timber bridge,TB,Rat River,644050.044,5478624.355
3536,00,PR Str. ,4,2018,2014,216,1973,Timber bridge,TB,Rat River,656459.486,5460034.134
3539,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,St. Malo Canal,646519.606,5462297.808
3545,00,Water Control Bridge ,4,2021,2017,000,1971,Timber bridge,TB,Stewart Drain,640110.571,5448241.705
3551,00,PR Str. ,4,2021,2017,622,1969,Timber bridge,TB,D-20 Drain,641896.576,5493376.86
3552,00,PR Str. ,4,2018,2014,311,1981,Timber bridge,TB,Manning Canal,655502.813,5496963.148
3553,00,PR Str. ,4,2018,2014,311,1972,Timber bridge,TB,South Lateral Drain,652525.191,5496916.511
3556,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,Manning Canal,662806.381,5493812.28
3557,00,Water Control Bridge ,4,2020,2016,000,1965,Timber bridge,TB,Manning Canal,661033.431,5493764.856
3560,00,PR Str. ,4,2018,2014,206,1980,Timber bridge,TB,Manning Canal,657471.179,5495758.86
3564,00,Water Control Bridge ,4,2020,2016,000,1979,Timber bridge,TB,Tourond Creek,654442.087,5482231.319
3565,00,PR Str. ,4,2018,2014,216,1971,Timber bridge,TB,Tourond Creek,654143.618,5483067.01
3575,00,Water Control Bridge ,4,2019,2015,000,1968,Timber bridge,TB,Prefontaine Drain,640052,5500501.14
3580,00,PR Str. ,4,2018,2014,302,1977,Timber bridge,TB,Seine River Tributary,680610.774,5492158.702
3585,00,PR Str. ,4,2020,2016,435,1979,Timber bridge,TB,Devils Creek,663686.446,5557898.984
3586,00,PR Str. ,4,2020,2016,508,1971,Timber bridge,TB,Dubas Creek,654995.764,5558856.926
3587,00,Water Control Bridge ,4,2018,2017,000,1973,Timber bridge,TB,Devils Creek,663155.329,5562827.053
3599,00,PR Str. ,4,2021,2017,394,0,Timber bridge,TB,Creek,317750.561,6330693.682
3602,10,Water Control Bridge ,4,2019,2015,000,1980,Timber bridge,TB,Manning Canal,649389.243,5501796.477
3603,00,PR Str. ,4,2018,2014,210,1972,Timber bridge,TB,Youville Drain,654873.381,5503530.023
3606,00,Water Control Bridge ,4,2018,2014,000,1960,Timber bridge,TB,Seine River Diversion,660494.484,5504275.193
3609,00,PR Str. ,4,2019,2015,206,1971,Timber bridge,TB,Youville Drain,657304.659,5501103.65
3610,00,PR Str. ,4,2018,2014,206,1971,Timber bridge,TB,Seine River Diversion,657114.853,5506797.645
3612,00,PR Str. ,4,2020,2016,206,1969,Timber bridge,TB,Prairie Grove Drain,655160.071,5518302.283
3618,04,Water Control Bridge ,4,2021,2017,012,1984,Timber bridge,TB,Ste. Anne Drain,669229.172,5507140.075
3630,00,PR Str. ,4,2021,2017,259,1970,Timber bridge,TB,Drain,405033.223,5541622.617
3636,00,Water Control Bridge ,4,2018,2016,000,1998,Timber bridge,TB,Icelandic River,637798.088,5647715.926
3640,00,Water Control Bridge ,4,2018,2014,000,1978,Timber bridge,TB,Swan Creek,560543.606,5614976.764
3646,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,Grassmere Drain,618556.136,5544550.851
3648,00,PR Str. ,4,2021,2017,334,1967,Timber bridge,TB,Sturgeon Creek,613935.582,5532146.887
3652,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,Pioneer Drain,539391.392,5659088.264
3657,00,Water Control Bridge ,4,2019,2015,970,1969,Timber bridge,TB,"Fisher River, East Branch",601694.635,5668201.653
3665,00,Water Control Bridge ,4,2020,2016,234,1962,Timber bridge,TB,Washow Bay Drain,639612.327,5669044.647
3672,00,PR Str. ,4,2020,2016,328,1971,Timber bridge,TB,Basket River,503225.343,5732158.686
3673,00,Water Control Bridge ,4,2021,2017,000,1993,Timber bridge,TB,Ditchfield Drain,532267.134,5677866.147
3674,00,PR Str. ,4,2020,2016,239,1970,Timber bridge,TB,Birch Creek,531728.06,5697501.657
3676,00,Water Control Bridge ,4,2021,2017,961,1984,Timber bridge,TB,Ditchfield Drain,538820.695,5677971.788
3677,00,Water Control Bridge ,4,2021,2017,000,1972,Timber bridge,TB,Edwards Creek,438750.961,5667366.285
3683,10,Water Control Bridge ,4,2021,2017,000,1980,Timber bridge,TB,Jackfish Creek,432077.06,5657674.169
3684,10,Water Control Bridge ,4,2021,2017,000,1980,Timber bridge,TB,Durston Drain,432023.994,5657674.757
3692,00,Water Control Bridge ,4,2021,2017,000,1973,Timber bridge,TB,Edwards Creek,430528.255,5665117.329
3703,00,Water Control Bridge ,4,2021,2017,000,1978,Timber bridge,TB,Maple Creek,418983.183,5660424.568
3704,00,PR Str. ,4,2019,2015,274,1976,Timber bridge,TB,Spruce Creek,415707.753,5660935.405
3705,00,PR Str. ,4,2019,2015,274,1976,Timber bridge,TB,Salt Creek,415734.043,5662769.738
3711,10,PR Str. ,4,2019,2015,274,1982,Timber bridge,TB,Stoney Creek,398365.351,5703807.614
3712,00,PR Str. ,4,2019,2015,274,1978,Timber bridge,TB,Mink River,396560.117,5695158.309
3713,00,PR Str. ,4,2019,2015,274,1965,Timber bridge,TB,Fishing River,396654.056,5699864
3737,00,PR Str. ,4,2020,2016,462,1972,Timber bridge,TB,Turtle River,472153.765,5617965.445
3739,00,PR Str. ,4,2019,2015,361,1965,Timber bridge,TB,Floyd Drain,462485.55,5624586.872
3751,00,PR Str. ,4,2019,2015,269,1966,Timber bridge,TB,Mossey River,430642.525,5706684.987
3754,00,PR Str. ,4,2020,2016,269,1977,Timber bridge,TB,Creek,450177.354,5712953.442
3757,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,Fishing River,416269.623,5703557.675
3777,00,PR Str. ,4,2019,2015,484,1960,Timber bridge,TB,Big Boggy Creek,329036.2,5682819.996
3780,00,PR Str. ,4,2018,2014,486,1974,Timber bridge,TB,Ruby River,343718.012,5760641.27
3783,00,PR Str. ,4,2018,2014,428,1970,Timber bridge,TB,Municipal Ditch,577630.539,5454316.774
3786,00,PR Str. ,4,2019,2015,588,1974,Timber bridge,TB,Big Woody River,331246.665,5779802.86
3790,03,Access/Service/Etc. ,4,2018,2014,001,1988,Timber bridge,TB,Drain,419066.486,5523128.247
3791,00,PR Str. ,4,2018,2014,486,1974,Timber bridge,TB,Ruby River,343103.182,5759994.141
3792,00,PR Str. ,4,2018,2014,486,1974,Timber bridge,TB,Ruby River,340559.454,5755185.191
3794,00,PR Str. ,4,2018,2014,486,1974,Timber bridge,TB,Ruby River,340659.835,5755441.187
3804,00,Water Control Bridge ,4,2021,2017,000,1970,Timber bridge,TB,Fishing River,419523.514,5703061.627
3805,00,PR Str. ,4,2018,2014,428,1971,Timber bridge,TB,Drain,577656.53,5452575.57
3826,00,Water Control Bridge ,4,2020,2016,000,1971,Timber bridge,TB,Renicker Creek,394791.877,5658889.668
3832,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,Seine River Diversion,663704.137,5503651.783
3843,00,PR Str. ,4,2018,2014,428,1971,Timber bridge,TB,Drain,577661.076,5452280.762
3844,00,PR Str. ,4,2018,2014,428,1970,Timber bridge,TB,Drain,577668.209,5451809.999
3845,00,PR Str. ,4,2021,2017,394,2008,Timber bridge,TB,Drain,354442.867,6330286.817
3867,00,Access/Service/Etc. ,4,2019,2015,016,1970,Timber bridge,TB,Gopher Creek,498616.852,5563707.138
3871,00,PR Str. ,4,2021,2017,265,1971,Timber bridge,TB,Drain,490216.719,5581782.222
3878,00,PR Str. ,4,2020,2016,218,1972,Timber bridge,TB,Ridgeville Drain,645308.729,5437715.508
3884,00,PR Str. ,4,2020,2016,201,1972,Timber bridge,TB,Buffalo Lake Drain,603805.691,5439933.892
3885,00,PR Str. ,4,2020,2016,248,1971,Timber bridge,TB,Franzman Drain,588142.544,5505424.28
3886,00,PR Str. ,4,2018,2014,216,1972,Timber bridge,TB,Drain,656338.027,5464162.236
3887,00,PR Str. ,4,2020,2016,302,1972,Timber bridge,TB,Drain,683740.343,5497589.637
3892,00,PR Str. ,4,2018,2014,243,1971,Timber bridge,TB,"Buffalo Lake, Tributary",604887.515,5431805.061
3896,00,PR Str. ,4,2020,2016,254,1972,Timber bridge,TB,Medora Creek,376909.468,5456778.312
3912,00,Access/Service/Etc. ,4,2019,2015,305,1974,Timber bridge,TB,Barnsley Drain,591611.084,5493971.779
