Site,Seq,Structure Designation,cycle,Inspection year,Last Inspection,Highway,Year Built,type-full,Type,Feature Intersect,UTM_X,UTM_Y
1741,00,Water Control Bridge ,4,2019,2015,000,1974,Timber bridge,TB,4N Dykes,585457.129,5477493.745
3098,00,"PTH, PR Str. ",2,2019,2017,045,1960,Timber bridge,TB,Drain,349379.238,5625181.455
1751,00,Water Control Bridge ,4,2019,2015,000,1986,Timber bridge,TB,Anderson Drain,615141.805,5469753.645
1752,00,Water Control Bridge ,4,2019,2015,000,1974,Timber bridge,TB,Anderson Drain,613496.19,5469717.168
1753,00,PR Str. ,4,2019,2015,271,1973,Timber bridge,TB,Point River,416883.336,5739323.604
1755,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Anderson Drain,610214.757,5469651.205
1757,00,Access/Service/Etc. ,4,2020,2016,606,1929,Timber bridge,TB,Drain,349192.755,5675612.785
3103,00,"PTH, PR Str. ",2,2018,2016,021,1960,Timber bridge,TB,Oak River,388170.075,5595578.338
1763,00,PR Str. ,4,2018,2014,489,1981,Timber bridge,TB,Creek,413987.861,5751301.367
3104,00,"PTH, PR Str. ",2,2018,2016,021,1960,Timber bridge,TB,Oak River,388219.621,5598054.975
1769,00,Water Control Bridge ,4,2018,2016,000,1967,Timber bridge,TB,Anderson Drain,603647.428,5469512.708
1773,00,Access/Service/Etc. ,4,2021,2017,003,1969,Timber bridge,TB,Ditch,549125.182,5449072.964
1777,00,Access/Service/Etc. ,4,2020,2016,231,1963,Timber bridge,TB,Gimli Road Drain,638466.327,5611638.832
1780,00,Water Control Bridge ,4,2021,2017,000,1970,Timber bridge,TB,Kronsgart Drain,597256.721,5459548.066
1781,00,Water Control Bridge ,4,2018,2017,000,1987,Timber bridge,TB,Graham Creek,580162.897,5469133.275
1782,00,PR Str. ,4,2020,2016,594,1970,Timber bridge,TB,Shell River,339939.992,5709146.732
3105,00,"PTH, PR Str. ",2,2018,2016,021,1960,Timber bridge,TB,Oak River,388271.723,5600574.652
1786,00,PR Str. ,4,2019,2015,342,1961,Timber bridge,TB,"Cypress River, Tributary",492913.417,5489850.721
3108,00,"PTH, PR Str. ",2,2019,2017,023,1960,Timber bridge,TB,Creek,471979.542,5471124.702
1795,00,PR Str. ,4,2019,2015,304,1967,Timber bridge,TB,Gold Creek,722887.089,5661105.417
1804,04,Access/Service/Etc. ,4,2019,2015,044,1929,Timber bridge,TB,Drain,698747.241,5549152.149
1807,00,Access/Service/Etc. ,4,2018,2014,645,1971,Timber bridge,TB,Drain,609702.954,5523539.475
1811,00,Water Control Bridge ,4,2019,2015,023,1962,Timber bridge,TB,Graham Creek,569101.063,5468906.405
1812,00,Water Control Bridge ,4,2019,2015,984,1971,Timber bridge,TB,Indian Birch River,364513.592,5807899.73
1827,00,Water Control Bridge ,4,2018,2017,023,1986,Timber bridge,TB,Graham Creek,565910.406,5468995.676
1829,00,Water Control Bridge ,4,2018,2014,000,1984,Timber bridge,TB,"Rosebank Drain, North Branch",564887.3,5469029.531
1831,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,Little Morris River,610037.181,5479582.106
1832,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,Little Morris River,608784.735,5479482.5
1838,00,Water Control Bridge ,4,2018,2014,205,1968,Timber bridge,TB,Forrester Drain,604997.307,5484356.233
1839,00,Water Control Bridge ,4,2018,2014,205,1968,Timber bridge,TB,Forrester Drain,606641.875,5484384.983
1840,00,Water Control Bridge ,4,2018,2014,205,1968,Timber bridge,TB,Forrester Drain,600967.28,5484282.579
1842,00,Water Control Bridge ,4,2018,2014,205,1968,Timber bridge,TB,Forrester Drain,601736.056,5484303.625
1844,00,Water Control Bridge ,4,2021,2017,205,1968,Timber bridge,TB,Forrester Drain,600097.635,5484260.795
1845,00,Water Control Bridge ,4,2021,2017,205,1968,Timber bridge,TB,Forrester Drain,598457.377,5484233.606
1846,00,Water Control Bridge ,4,2021,2017,205,1968,Timber bridge,TB,Forrester Drain,597698.49,5484222.868
1847,00,Water Control Bridge ,4,2021,2017,205,1968,Timber bridge,TB,Forrester Drain,596813.018,5484209.22
1851,00,Water Control Bridge ,4,2019,2015,205,1968,Timber bridge,TB,Forrester Drain,595173.187,5484177.38
1852,00,Water Control Bridge ,4,2021,2017,003,1969,Timber bridge,TB,Forrester Drain,591694.053,5484095.125
1853,00,PR Str. ,4,2019,2015,244,1960,Timber bridge,TB,Boyne River,532953.781,5482770.457
1855,00,Water Control Bridge ,4,2019,2017,003,1969,Timber bridge,TB,Forrester Drain,584107.736,5483973.464
1856,00,Water Control Bridge ,4,2019,2015,000,1960,Timber bridge,TB,Norquay Channel,601515.744,5492471.071
1858,00,PR Str. ,4,2018,2017,393,1962,Timber bridge,TB,Snow Creek,444014.599,6082431.774
1860,00,Water Control Bridge ,4,2019,2015,000,1978,Timber bridge,TB,Norquay Channel,582056,5487198.494
1861,00,Water Control Bridge ,4,2018,2014,000,1965,Timber bridge,TB,Norquay Channel,580413.655,5487171.077
440,00,"PTH, PR Str. ",2,2019,2017,009,1961,Timber bridge,TB,Netley Creek,644207.668,5574456.134
1864,00,PR Str. ,4,2018,2017,392,1966,Timber bridge,TB,Hayward Creek,437343.155,6060433.832
1866,00,PR Str. ,4,2019,2015,221,1966,Timber bridge,TB,Colony Creek,619688.995,5535476.11
1867,00,PR Str. ,4,2020,2016,245,1976,Timber bridge,TB,Cypress River,494641.804,5481694.817
1868,00,Water Control Bridge ,4,2020,2016,000,1965,Timber bridge,TB,Norquay Channel,578572.352,5487139.349
1869,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,St. Eustache Drain,584935.314,5536518.057
1870,00,Water Control Bridge ,4,2018,2014,000,1966,Timber bridge,TB,St. Eustache Drain,582483.712,5536464.967
1873,00,Water Control Bridge ,4,2018,2015,000,1960,Timber bridge,TB,Morris River,604253.304,5490917
1874,00,Water Control Bridge ,4,2018,2016,000,1960,Timber bridge,TB,Morris River,604876.07,5490214.759
1583,00,"PTH, PR Str. ",2,2018,2016,041,1961,Timber bridge,TB,Scissor Creek,330096.271,5571375.483
1879,00,PR Str. ,4,2020,2016,276,1967,Timber bridge,TB,Brudell Drain,465001.259,5669208.32
1887,00,Water Control Bridge ,4,2021,2017,000,1967,Timber bridge,TB,"Sturgeon Creek, West Branch",600376.425,5547811.556
1894,00,Water Control Bridge ,4,2021,2017,000,1977,Timber bridge,TB,Carrothers Drain,585062.626,5492142.864
1915,00,Water Control Bridge ,4,2020,2016,000,1965,Timber bridge,TB,11A Drain,591556.22,5497236.148
1919,00,Water Control Bridge ,4,2020,2016,000,1967,Timber bridge,TB,11A Drain,586642.999,5498782.391
1921,00,Water Control Bridge ,4,2021,2017,000,1978,Timber bridge,TB,11A Drain,584968.059,5498766.874
1922,00,Water Control Bridge ,4,2020,2016,000,1967,Timber bridge,TB,11A Drain,581667.966,5498764.664
1923,00,Water Control Bridge ,4,2020,2016,000,1967,Timber bridge,TB,11A Drain,580026.463,5498743.965
1926,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Grassmere Drain,609778.263,5551776.212
1935,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,11A Drain,586563.003,5500467.127
1936,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,Aux Marais River,623864.974,5441999.851
1938,00,Water Control Bridge ,4,2019,2015,000,1929,Timber bridge,TB,Backman West Drain,677235.691,5555009.007
1939,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Aux Marais River,624607.112,5440400.271
1940,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Aux Marais River,624495.549,5438759.329
1941,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Aux Marais River,623926.415,5437914.606
1942,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Aux Marais River,623207.853,5435459.367
1943,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Aux Marais River,622664.116,5435449.145
1945,10,Water Control Bridge ,4,2020,2016,000,1983,Timber bridge,TB,Aux Marais River,622380.245,5435758.096
1946,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Aux Marais River,620725.947,5436425.905
1948,00,PR Str. ,4,2021,2017,396,1966,Timber bridge,TB,Snake Creek,339184.894,6279742.07
1949,00,PR Str. ,4,2021,2017,397,1966,Timber bridge,TB,Lynn River,374758.665,6301491.734
1950,00,Water Control Bridge ,4,2020,2016,000,1964,Timber bridge,TB,Aux Marais River,617005.241,5433678.234
1951,00,Water Control Bridge ,4,2018,2014,000,1964,Timber bridge,TB,Aux Marais River,617168.733,5432040.032
3191,00,"PTH, PR Str. ",2,2019,2017,021,1961,Timber bridge,TB,Oak River,393817.808,5524224.002
1966,00,PR Str. ,4,2018,2014,250,1968,Timber bridge,TB,Little Saskatchewan River,415897.776,5584467.722
1967,00,Water Control Bridge ,4,2019,2015,000,1965,Timber bridge,TB,King Drain,616359.861,5499347.7
1971,00,Water Control Bridge ,4,2018,2016,000,1966,Timber bridge,TB,Hespeler Drain,597429.718,5450487.755
1982,00,PR Str. ,4,2021,2017,428,1966,Timber bridge,TB,"Graham Creek, Tributary",577444.737,5466259.545
1985,00,Water Control Bridge ,4,2018,2016,000,1966,Timber bridge,TB,King Drain,609656.367,5497557.545
2001,00,Access/Service/Etc. ,4,2019,2015,305,1971,Timber bridge,TB,Barnsley Drain,578463.602,5493767.113
2002,00,Access/Service/Etc. ,4,2019,2015,305,1971,Timber bridge,TB,Barnsley Drain,585039.839,5493857.076
2004,00,Water Control Bridge ,4,2021,2017,973,1978,Timber bridge,TB,Partridge Creek,523749.394,5728983.467
2008,00,PR Str. ,4,2018,2014,332,1970,Timber bridge,TB,Forrester Drain,603358.179,5484328.549
2009,00,PR Str. ,4,2018,2014,336,1973,Timber bridge,TB,Drain,593646.383,5477636.312
2011,00,Water Control Bridge ,4,2020,2016,000,1976,Timber bridge,TB,"Buffalo Lake Channel, North Branch",597668.682,5440693.614
2020,00,PR Str. ,4,2018,2014,268,1962,Timber bridge,TB,Sinclair River,367215.393,5781873.576
2039,00,PR Str. ,4,2020,2016,482,1970,Timber bridge,TB,Thunder Creek,332405.655,5645159.833
2040,00,PR Str. ,4,2020,2016,482,1970,Timber bridge,TB,Thunder Creek,332770.404,5645149.184
2041,00,Water Control Bridge ,4,2018,2017,000,1966,Timber bridge,TB,Oak Bluff Drain,622604.877,5507041.068
2045,00,Water Control Bridge ,4,2019,2015,000,1963,Timber bridge,TB,No 2 Drain,606960.571,5524917.134
2046,00,Water Control Bridge ,4,2019,2015,000,1963,Timber bridge,TB,No 2 Drain,606479.532,5525253.654
2047,00,Water Control Bridge ,4,2018,2014,000,1996,Timber bridge,TB,Icelandic River,635267.208,5645983.32
2048,00,Water Control Bridge ,4,2019,2015,000,1963,Timber bridge,TB,No 2 Drain,605889.868,5525665.367
2050,00,Access/Service/Etc. ,4,2021,2017,201,1967,Timber bridge,TB,Ditch,596044.386,5439832.246
3197,00,"PTH, PR Str. ",2,2019,2017,021,1961,Timber bridge,TB,Drain,385179.845,5529904.813
2053,00,Water Control Bridge ,4,2019,2015,000,1963,Timber bridge,TB,No 2 Drain,602259.609,5524659.817
2055,00,PR Str. ,4,2019,2015,234,1967,Timber bridge,TB,Mill Creek,647082.842,5698387.78
2059,00,Water Control Bridge ,4,2021,2017,000,1971,Timber bridge,TB,"Fisher River, West Branch",591090.499,5671440.365
2061,00,Water Control Bridge ,4,2019,2015,000,1963,Timber bridge,TB,No 2 Drain,601125.816,5525405.103
2071,00,Access/Service/Etc. ,4,2020,2016,670,1930,Timber bridge,TB,Oak Creek Diversion,386850.91,5588557.655
2073,00,Water Control Bridge ,4,2019,2015,000,1957,Timber bridge,TB,Elm Creek Channel,584645.158,5518441.042
2075,00,Water Control Bridge ,4,2019,2015,000,1960,Timber bridge,TB,Elm Creek Channel,573181.576,5518285.049
2077,00,Water Control Bridge ,4,2021,2017,000,1974,Timber bridge,TB,Hargest Drain,570355.249,5513355.591
2090,00,PR Str. ,4,2019,2015,313,1956,Timber bridge,TB,Rice Creek,733015.116,5580639.675
1327,00,"PTH, PR Str. ",2,2019,2017,045,1962,Timber bridge,TB,Birdtail Creek,366482.28,5620868.114
2102,00,PR Str. ,4,2020,2016,352,1971,Timber bridge,TB,Pine Creek,492082.385,5539650.047
1538,00,"PTH, PR Str. ",2,2018,2016,023,1962,Timber bridge,TB,Drain,637544.581,5468626.746
2119,10,Water Control Bridge ,4,2019,2015,000,1981,Timber bridge,TB,Bryson Drain,592880.329,5513695.806
2120,00,Water Control Bridge ,4,2018,2016,000,1975,Timber bridge,TB,Bryson Drain East,592098.642,5513685.174
2123,00,Water Control Bridge ,4,2020,2016,000,1975,Timber bridge,TB,Bryson Drain,590498.872,5513652.61
2126,00,Water Control Bridge ,4,2018,2014,000,1977,Timber bridge,TB,Bryson Drain,584991.454,5513577.747
2129,00,Water Control Bridge ,4,2021,2017,000,1977,Timber bridge,TB,Bryson Drain,584720.817,5513574.181
2130,00,Water Control Bridge ,4,2018,2014,000,1977,Timber bridge,TB,Bryson Drain,584293.016,5513568.109
2131,00,Water Control Bridge ,4,2018,2014,000,1977,Timber bridge,TB,Bryson Drain,583081,5513548.101
2132,00,Water Control Bridge ,4,2018,2017,000,1977,Timber bridge,TB,Bryson Drain,581449.815,5513520.116
2134,03,Access/Service/Etc. ,4,2021,2017,075,1984,Timber bridge,TB,Drain,635007.026,5502012.212
2138,00,PR Str. ,4,2019,2015,503,1968,Timber bridge,TB,Birch River,742219.112,5494426.917
2143,00,PR Str. ,4,2019,2015,221,1966,Timber bridge,TB,Drain,616320.832,5536770.007
2152,00,PR Str. ,4,2019,2015,201,1931,Timber bridge,TB,Pembina River Tributary,539924.167,5427635.28
2156,00,Water Control Bridge ,4,2018,2014,000,1979,Timber bridge,TB,Scott Drain,589514.448,5521112.233
2164,00,Water Control Bridge ,4,2018,2017,000,1951,Timber bridge,TB,Scott Drain,582955.338,5520900.139
2480,00,"PTH, PR Str. ",2,2019,2017,017,1962,Timber bridge,TB,"Fisher River, East Branch",597824.042,5662221.745
2181,00,Water Control Bridge ,4,2020,2016,000,1969,Timber bridge,TB,"La Salle River, West Branch",587482.846,5532089.926
2182,00,Water Control Bridge ,4,2019,2017,000,0,Timber bridge,TB,Grassmere Creek,637278.125,5538976.807
2183,00,PR Str. ,4,2018,2014,336,1968,Timber bridge,TB,Burnett Drain,593589.047,5480871.363
3237,00,"PTH, PR Str. ",2,2018,2016,077,1962,Timber bridge,TB,Drain,352047.539,5848594.133
2188,00,Water Control Bridge ,4,2018,2016,000,0,Timber bridge,TB,"La Salle River, West Branch",585721.51,5533231.492
2190,00,PR Str. ,4,2019,2015,409,1974,Timber bridge,TB,Grassmere Drain,631750.256,5542104.394
3243,00,"PTH, PR Str. ",2,2019,2017,017,1962,Timber bridge,TB,Broad Valley Drain,597849.588,5660620.935
2195,00,Water Control Bridge ,4,2018,2016,000,1969,Timber bridge,TB,"La Salle River, West Branch",584182.831,5533202.705
3245,00,"PTH, PR Str. ",2,2018,2016,017,1962,Timber bridge,TB,"Fisher River, West Branch",599296.353,5674709.285
2208,00,PR Str. ,4,2020,2016,201,1970,Timber bridge,TB,Altona Drain,607426.522,5443295.046
2211,00,PR Str. ,4,2021,2017,341,1960,Timber bridge,TB,Drain,438666.818,5438653.283
818,00,"PTH, PR Str. ",2,2018,2016,440,1963,Timber bridge,TB,Pembina River,500839.273,5458660.437
2218,00,Water Control Bridge ,4,2018,2017,000,1996,Timber bridge,TB,Mill Creek,588460.807,5538232.107
2219,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Pipestone Creek,368347.523,5504489.382
2598,00,"PTH, PR Str. ",2,2018,2016,045,1963,Timber bridge,TB,Little Saskatchewan River,405712.577,5597435.088
2227,00,Water Control Bridge ,4,2021,2017,000,1977,Timber bridge,TB,Rempel Drain,609018.53,5446587.25
2230,00,Water Control Bridge ,4,2018,2016,000,0,Timber bridge,TB,Plum Creek,382233.614,5496781.423
2236,00,PR Str. ,4,2018,2014,306,1969,Timber bridge,TB,Hespeler Tributary,591019.553,5446800.407
2248,00,Water Control Bridge ,4,2021,2017,000,0,Timber bridge,TB,Cypress River,494614.008,5488709.685
144,00,"PTH, PR Str. ",2,2018,2016,023,1964,Timber bridge,TB,Graham Creek,569135.116,5468980.639
2260,03,Access/Service/Etc. ,4,2021,2017,075,1984,Timber bridge,TB,Schwartz Drain,634128.916,5496437.232
335,00,"PTH, PR Str. ",2,2019,2017,019,1964,Timber bridge,TB,Drain,462913.061,5614734.695
2264,00,PR Str. ,4,2018,2014,542,1931,Timber bridge,TB,Bosshill Creek,329547.571,5539908.263
2268,00,Water Control Bridge ,4,2021,2017,000,1972,Timber bridge,TB,Shannon Creek,597125.807,5466919.198
2270,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Rempel Drain,615538.547,5448296.031
2291,00,Water Control Bridge ,4,2018,2014,000,0,Timber bridge,TB,"Dead Horse Creek, Tributary",600607.435,5456261.469
2293,00,PR Str. ,4,2020,2016,251,1969,Timber bridge,TB,Antler River,353147.884,5439195.171
2296,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,DeadHorse Creek,594053.794,5454885.534
2297,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,DeadHorse Creek,592452.426,5453524.354
2298,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,DeadHorse Creek,587531.908,5452365.34
2299,00,Water Control Bridge ,4,2019,2017,000,0,Timber bridge,TB,DeadHorse Creek,580924.409,5453546.218
2304,00,Water Control Bridge ,4,2019,2015,000,1977,Timber bridge,TB,DeadHorse Creek,571039.464,5453655.378
2316,00,PR Str. ,4,2019,2015,352,1968,Timber bridge,TB,North Snake Creek,470921.48,5588426.413
2318,00,PR Str. ,4,2019,2015,352,1968,Timber bridge,TB,North Snake Creek,469742.959,5588450.038
2319,00,PR Str. ,4,2019,2015,244,1959,Timber bridge,TB,"Boyne River, Tributary",532418.84,5496878.774
2321,00,Water Control Bridge ,4,2021,2017,000,1977,Timber bridge,TB,Rempel Drain,612270.721,5446674.585
2322,00,Water Control Bridge ,4,2018,2014,000,1977,Timber bridge,TB,Rempel Drain,611472.401,5446634.256
2325,00,Water Control Bridge ,4,2021,2017,000,1977,Timber bridge,TB,Rempel Drain,610649.42,5446619.592
2326,00,Water Control Bridge ,4,2020,2016,000,1977,Timber bridge,TB,Rempel Drain,609576.261,5446598.41
2335,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,Hespeler Drain,610465.438,5456426.512
612,00,"PTH, PR Str. ",2,2018,2016,045,1964,Timber bridge,TB,Oak River,392751.66,5599894.332
2353,00,Water Control Bridge ,4,2018,2014,000,1937,Timber bridge,TB,Upper Hespeler  Drain,587915.894,5447925.5
2356,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,Hespeler Drain,587715.301,5447684.414
2357,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,Hespeler Drain,584438.179,5446853.787
2359,00,Water Control Bridge ,4,2020,2016,000,2008,Timber bridge,TB,Winkler By-Pass,576249.254,5446919.065
2361,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Hespeler Drain,582842.262,5447007.415
2362,00,Water Control Bridge ,4,2018,2014,649,0,Timber bridge,TB,Hespeler Drain,581200.506,5446705.984
2363,00,Water Control Bridge ,4,2019,2015,000,0,Timber bridge,TB,Hespeler Drain,579563.145,5446144.625
2364,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Hespeler Drain,578444.671,5444479.996
2365,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Plum River,617799.372,5454965.997
2367,00,PR Str. ,4,2019,2015,354,1970,Timber bridge,TB,Little Saskatchewan River,411763.103,5616064.498
2371,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Rosenheim Coulee,599106.83,5448794.582
2375,00,Water Control Bridge ,4,2018,2014,000,0,Timber bridge,TB,Rosenheim Coulee,599028.227,5448091.141
2377,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Rosenheim Coulee,598409.952,5446446.194
2378,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Rosenheim Coulee,594301.737,5444777.639
2379,00,Access/Service/Etc. ,4,2019,2015,305,1971,Timber bridge,TB,Barnsley Drain,586002.482,5493874.674
2380,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Rosenheim Coulee,595945.867,5444797.54
2430,00,"PTH, PR Str. ",2,2019,2017,005,1964,Timber bridge,TB,Boggy Creek,468543.213,5542512.612
2382,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Rosenheim Coulee,593475.806,5444657.491
2484,00,"PTH, PR Str. ",2,2019,2017,019,1964,Timber bridge,TB,Drain,464484.855,5614724.241
2385,00,Water Control Bridge ,4,2018,2014,000,0,Timber bridge,TB,Rosenheim Coulee,592725.839,5443108.17
2386,00,Access/Service/Etc. ,4,2018,2017,003,1949,Timber bridge,TB,"Medora Creek, West Branch",389954.119,5450683.722
3534,00,"PTH, PR Str. ",2,2018,2016,200,1964,Timber bridge,TB,Marsh River,632837.935,5481254.559
828,00,"PTH, PR Str. ",2,2019,2017,005,1965,Timber bridge,TB,"Whitemud River, Branch",467544.812,5560047.412
1026,00,"PTH, PR Str. ",2,2018,2016,253,1965,Timber bridge,TB,Pembina River,466206.705,5456863.396
1424,00,"PTH, PR Str. ",2,2018,2016,005,1965,Timber bridge,TB,Eppinette Creek,476563.413,5509930.869
2463,00,PR Str. ,4,2018,2014,240,1972,Timber bridge,TB,"Tobacco Creek, North Branch",549424.825,5475084.907
2466,00,Water Control Bridge ,4,2020,2016,000,1950,Timber bridge,TB,Cypress River,494353.551,5486637.419
2469,00,Access/Service/Etc. ,4,2021,2017,003,1969,Timber bridge,TB,Drain,466467.566,5437359.019
3398,00,"PTH, PR Str. ",2,2018,2017,422,1965,Timber bridge,TB,Little Morris River,611674.472,5479055.832
2500,00,PR Str. ,4,2020,2016,334,1978,Timber bridge,TB,La Salle River,616201.561,5500094.931
809,00,"PTH, PR Str. ",2,2018,2016,342,1966,Timber bridge,TB,Pembina River,493883.538,5450575.965
2520,00,PR Str. ,4,2019,2015,582,1972,Timber bridge,TB,Ochre River,445153.377,5652188.443
2531,00,PR Str. ,4,2019,2017,210,1948,Timber bridge,TB,Seine River,669070.622,5504189.851
876,00,"PTH, PR Str. ",2,2019,2017,452,1966,Timber bridge,TB,Souris River,364549.88,5465345.086
890,00,"PTH, PR Str. ",2,2018,2016,254,1966,Timber bridge,TB,Souris River,375390.234,5475319.627
54,00,"PTH, PR Str. ",2,2018,2016,305,1967,Timber bridge,TB,Rat River,634996.508,5491697.443
2545,00,Access/Service/Etc. ,4,2021,2017,618,1949,Timber bridge,TB,"Medora Creek, West Branch",390669.057,5450006.637
2551,00,Water Control Bridge ,4,2021,2017,000,1975,Timber bridge,TB,Edwards Creek,429307.648,5664268.266
1042,00,"PTH, PR Str. ",2,2018,2016,005,1967,Timber bridge,TB,Pembina River,475482.225,5452165.433
2563,00,Water Control Bridge ,4,2021,2017,000,1980,Timber bridge,TB,Mink River,419427.329,5696945.085
2567,00,PR Str. ,4,2020,2016,302,1978,Timber bridge,TB,Rat River,681262.366,5455967.325
2575,00,Water Control Bridge ,4,2019,2015,000,1950,Timber bridge,TB,Cypress River,494035.236,5483355.95
2207,00,"PTH, PR Str. ",2,2019,2017,005,1967,Timber bridge,TB,Oak Creek,477141.527,5466824.959
2419,00,"PTH, PR Str. ",2,2019,2017,031,1967,Timber bridge,TB,Pembina River,547367.283,5438000.394
3356,00,"PTH, PR Str. ",2,2018,2017,305,1967,Timber bridge,TB,Morris River,602449.963,5494175.589
2588,00,Water Control Bridge ,4,2021,2017,,1975,Timber bridge,TB,Edwards Creek,428871.717,5663945.559
2596,00,PR Str. ,4,2020,2016,480,1976,Timber bridge,TB,Henderson Creek,452781.852,5639432.304
2600,00,PR Str. ,4,2019,2015,354,1963,Timber bridge,TB,Little Saskatchewan River,406147.404,5597919.705
2609,00,Water Control Bridge ,4,2019,2015,000,1980,Timber bridge,TB,Devils Creek,662241.569,5565926.278
2624,00,PR Str. ,4,2020,2016,256,1977,Timber bridge,TB,Jackson Creek,336147.233,5470589.417
2627,04,Access/Service/Etc. ,4,2019,2015,012,1981,Timber bridge,TB,"Upper Manning Canal, North Arm",667174.953,5493884.906
2628,00,Water Control Bridge ,4,2020,2016,000,1969,Timber bridge,TB,Long Lake Drain,584018.699,5544674
2631,00,Access/Service/Etc. ,4,2019,2015,613,1951,Timber bridge,TB,Garland Creek,398816.422,5723450.601
2094,00,"PTH, PR Str. ",2,2018,2016,005,1968,Timber bridge,TB,Drain,477135.931,5471198.109
2640,00,PR Str. ,4,2020,2016,307,1952,Timber bridge,TB,Rennie River,749418.372,5536028.223
2647,00,Water Control Bridge ,4,2020,2016,000,1976,Timber bridge,TB,Mill Creek,587393.394,5537782.162
2651,00,PR Str. ,4,2020,2016,304,1975,Timber bridge,TB,Main Drain No. 2,696196.209,5595338.357
2654,10,Water Control Bridge ,4,2021,2017,000,1981,Timber bridge,TB,Pine Creek Diversion,722390.584,5435209.999
2656,10,Water Control Bridge ,4,2018,2014,000,1980,Timber bridge,TB,Pine Creek Diversion,719227.291,5434031.387
2657,00,Water Control Bridge ,4,2021,2017,000,1975,Timber bridge,TB,Pine Creek Diversion,717628.324,5433111.5
1108,00,"PTH, PR Str. ",2,2018,2016,005,1969,Timber bridge,TB,Glenboro Marsh,477161.106,5485175.692
2339,00,"PTH, PR Str. ",2,2018,2016,200,1969,Timber bridge,TB,Arnaud Drain,633440.185,5460430.017
2680,00,Water Control Bridge ,4,2018,2014,000,1953,Timber bridge,TB,Ranch Creek,398502.138,5658215.771
2683,00,Water Control Bridge ,4,2020,2016,000,1972,Timber bridge,TB,Wilson River,389549.968,5665190.321
2689,00,PR Str. ,4,2019,2015,306,1971,Timber bridge,TB,Hespeler Floodway,590870.972,5449212.58
2693,00,Water Control Bridge ,4,2020,2016,000,1953,Timber bridge,TB,Plum River,617148.863,5451209.568
2699,00,PR Str. ,4,2021,2017,210,1963,Timber bridge,TB,Marchand East Drain,689253.986,5480087.541
2702,00,Water Control Bridge ,4,2020,2016,000,1978,Timber bridge,TB,Wilson River,389528.854,5664104.548
2712,10,Access/Service/Etc. ,4,2018,2014,619,1993,Timber bridge,TB,Birch River,738084.455,5503115.73
2714,00,PR Str. ,4,2019,2015,308,1975,Timber bridge,TB,Boggy River,744092.284,5502408.802
2730,00,PR Str. ,4,2020,2016,464,1969,Timber bridge,TB,Brookdale Drain,459318.375,5545413.153
3392,00,"PTH, PR Str. ",2,2019,2017,332,1970,Timber bridge,TB,Shannon Creek,605337.333,5467062.535
2750,00,PR Str. ,4,2020,2016,000,1954,Timber bridge,TB,Spence Lake Drain,460905.422,5710280.445
2772,00,PR Str. ,4,2021,2017,367,1955,Timber bridge,TB,Garland Creek,396969.351,5725102.26
2781,00,Access/Service/Etc. ,4,2018,2014,325,1955,Timber bridge,TB,Bottle Creek,604331.495,5674807.163
2782,00,Water Control Bridge ,4,2018,2014,000,1969,Timber bridge,TB,Kelvin Drain,561697.218,5521983.405
2790,00,PR Str. ,4,2021,2017,276,1975,Timber bridge,TB,Creek,463298.948,5703126.517
3403,00,"PTH, PR Str. ",2,2019,2017,205,1972,Timber bridge,TB,Morris River,608645.058,5484391.642
3535,00,"PTH, PR Str. ",2,2018,2016,205,1972,Timber bridge,TB,Marsh River,632641.937,5479986.959
